#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,ja3c,tls_client_unsafe,ja3s,tls_server_unsafe,tls_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent
27,6,1652020049.137,1652020057.952,8.815,192.168.1.6,62829,81.130.98.41,443,91,TLS,,1101,102393,26919,3777,5640994,5391676,-0.964,Download,26.3,95.6,1,13.5,582,48.5,0,6.2,582,37.9,0,1.7,609,17.0,54,93.0,1066,153.9,71,1493.5,1506,110.6,0,0,0,4878,72,0,0,0,0,0,0,1101,27,0,0,0,0,0,0,3777,45,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0,

3,6,1652020043.645,1652020056.848,13.203,192.168.1.6,62830,81.130.98.41,443,91,TLS,,4,252,0,3,222,24,0.063,Mixed,0.0,10.8,13,3300.0,13108,5662.7,31,4396.0,13108,6160.3,62,62.0,62,0.0,54,63.0,66,5.2,66,74.0,90,11.3,0,0,0,7,1,0,0,2,0,0,0,4,0,0,0,1,0,0,0,3,1,0,0,1,0,0,,0,,0,,0,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

44,17,1652020052.832,1652020054.259,1.427,192.168.1.6,51081,142.250.180.10,443,188.239,QUIC.GoogleServices,safebrowsing.googleapis.com,13,4883,4337,12,3405,2901,0.178,Mixed,88.8,85.2,1,141.8,959,280.7,0,132.5,959,284.6,0,120.8,1000,312.0,75,375.6,1292,461.3,67,283.8,1292,348.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TLSv1.3,f147cdba23ee5bf4233be9a61a0e4b7e,OK,,0,h3,,,,h3,20;28;12;0;8;4;0;0;0;0;0;4;0;0;0;0;0;0;0;8;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0,

21,6,1652020047.183,1652020047.278,0.095,192.168.1.6,61986,44.194.17.145,443,91.265,TLS.AmazonAWS,,2,171,39,1,105,39,0.239,Upload,22.7,36.8,95,95.0,95,0.0,95,95.0,95,0.0,0,0.0,0,0.0,66,85.5,105,19.5,105,105.0,105,0.0,0,0,0,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,,0,,0,,,,,,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

35,58,1652020051.733,1652020051.733,0.000,fe80::833:62a4:1326:3892,0,ff02::16,0,102,ICMPV6,,1,90,20,0,0,0,1.000,Upload,22.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,90,90.0,90,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

17,58,1652020046.145,1652020048.233,2.088,fe80::be:b1eb:45da:86ee,0,ff02::1:fff2:3577,0,102,ICMPV6,,3,258,72,0,0,0,1.000,Upload,27.8,0.0,1037,1043.0,1049,6.0,1037,1043.0,1049,6.0,0,0.0,0,0.0,86,86.0,86,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

13,17,1652020045.881,1652020045.881,0.000,0.0.0.0,68,255.255.255.255,67,18,DHCP,,1,342,300,0,0,0,1.000,Upload,87.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,342,342.0,342,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

