#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,ja3c,tls_client_unsafe,ja3s,tls_server_unsafe,tls_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent
129,17,1650477570.873,1650477570.914,0.041,192.168.1.6,7801,192.168.1.1,53,5.265,DNS.AmazonAWS,d27xxe7juh1us6.cloudfront.net,1,89,47,1,169,127,-0.310,Download,52.2,74.7,40,40.0,40,0.0,0,0.0,0,0.0,0,0.0,0,0.0,89,89.0,89,0.0,169,169.0,169,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

31,6,1650477328.610,1650477357.120,28.510,192.168.1.6,60652,140.82.113.21,443,91.203,TLS.Github,,4,252,0,4,309,39,-0.102,Mixed,0.0,12.6,7,7127.2,28311,12230.5,0,9473.3,28413,13392.4,89,14200.0,28311,14111.0,54,63.0,66,5.2,68,77.2,105,16.0,0,0,0,8,1,0,0,3,0,0,0,4,0,0,0,2,0,0,0,4,1,0,0,1,0,0,,0,,0,,0,,,,,,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

92,17,1650477491.875,1650477491.893,0.018,192.168.1.6,64638,192.168.1.1,53,5.203,DNS.Github,api.github.com,1,74,32,1,90,48,-0.098,Mixed,42.7,52.7,17,17.0,17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,74.0,74,0.0,90,90.0,90,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,140.82.121.5,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

127,6,1650477554.538,1650477554.659,0.121,192.168.1.6,60733,184.73.0.211,443,91.265,TLS.AmazonAWS,,2,132,0,1,76,0,0.269,Upload,0.0,0.0,120,120.0,120,0.0,120,120.0,120,0.0,0,0.0,0,0.0,54,66.0,78,12.0,76,76.0,76,0.0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,78,76,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

137,17,1650477599.006,1650477599.019,0.013,192.168.1.6,65167,192.168.1.1,53,5.219,DNS.Microsoft365,outlook.ha.office365.com,1,84,42,1,207,165,-0.423,Download,49.4,79.3,13,13.0,13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,84.0,84,0.0,207,207.0,207,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,52.97.211.66,0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

1,6,1650477303.691,1650477364.729,61.038,192.168.1.6,60689,13.89.179.10,443,91.212,TLS.Microsoft,self.events.data.microsoft.com,17,4807,3865,12,7463,6783,-0.216,Download,80.4,90.9,1,6103.1,60155,18017.4,0,4359.4,60155,15475.1,0,7589.2,60344,19939.5,54,282.8,1494,424.0,60,621.9,1506,642.1,0,0,0,28,9,0,2,2,0,0,0,16,5,0,1,1,0,0,0,12,4,0,1,1,78,68,,TLSv1.2,656b9a2f4de6ed4909e157482860ab3d,OK,986571066668055ae9481cb84fda634a,OK,h2;http/1.1,,,,h2;http/1.1,7;14;0;0;7;0;0;0;0;0;0;0;0;7;7;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;35;0;0,

62,17,1650477418.656,1650477418.670,0.014,192.168.1.6,51863,192.168.1.1,53,5.140,DNS.Apple,gateway.fe.apple-dns.net,1,84,42,1,212,170,-0.432,Download,49.4,79.8,13,13.0,13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,84.0,84,0.0,212,212.0,212,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,17.248.180.46,0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

33,6,1650477328.610,1650477590.538,261.928,192.168.1.6,58033,74.125.206.188,5228,91.126,TLS.Google,,8,482,26,8,568,26,-0.082,Mixed,5.4,4.6,25,16652.5,45666,21188.8,83,36074.0,45695,16572.1,40,36070.7,45707,16588.5,54,60.2,92,12.6,68,71.0,92,7.9,0,0,0,16,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,8,1,0,0,0,0,0,,0,,0,,0,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

76,17,1650477489.223,1650477489.248,0.025,192.168.1.6,60569,192.168.1.1,53,5.219,DNS.Microsoft365,outlook.ha.office365.com,1,84,42,1,212,170,-0.432,Download,49.4,79.8,24,24.0,24,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,84.0,84,0.0,212,212.0,212,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

57,17,1650477408.425,1650477408.463,0.038,192.168.1.6,61602,192.168.1.1,53,5.140,DNS.Apple,api.apple-cloudkit.fe.apple-dns.net,1,95,53,1,360,318,-0.582,Download,55.2,88.1,37,37.0,37,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95,95.0,95,0.0,360,360.0,360,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,17.248.180.176,0;50;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

88,6,1650477491.477,1650477493.322,1.845,192.168.1.6,60716,140.82.121.4,443,91.203,TLS.Github,github.com,52,5984,2468,54,55246,51653,-0.805,Download,41.2,93.5,1,52.9,437,104.6,0,32.8,463,98.5,0,29.4,437,87.4,66,115.1,730,123.1,68,1023.1,1490,581.0,0,0,0,105,39,0,2,0,0,0,0,51,13,0,1,0,0,0,0,54,26,0,1,0,78,76,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,h2;http/1.1,,,,h2;http/1.1,3;6;5;0;3;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;5;1;1;1;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;18;32;0;0;0,

94,6,1650477491.893,1650477585.067,93.174,192.168.1.6,60718,140.82.121.5,443,91.203,TLS.Github,api.github.com,17,2665,1555,12,4809,3999,-0.287,Download,58.3,83.1,1,7166.5,47219,16735.7,0,6650.7,47282,16246.8,0,10343.0,47271,19311.8,54,156.8,716,188.5,68,400.8,1490,538.4,0,0,0,28,12,0,2,0,0,0,0,16,6,0,1,0,0,0,0,12,6,0,1,0,78,76,,TLSv1.3,0d69ff451640d67ee8b5122752834766,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,h2;http/1.1,,,,h2;http/1.1,7;15;30;0;0;0;7;0;0;0;0;0;0;0;0;0;7;0;0;0;7;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0,

105,6,1650477492.721,1650477492.878,0.157,192.168.1.6,60723,140.82.121.3,443,91.203,TLS.Github,github.com,15,2210,1208,10,4343,3666,-0.325,Download,54.6,84.4,1,21.6,72,22.6,0,6.2,27,9.9,0,15.1,72,25.0,66,147.3,583,163.6,68,434.3,1490,547.3,0,0,0,24,13,0,2,0,0,0,0,14,7,0,1,0,0,0,0,10,6,0,1,0,78,76,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,h2;http/1.1,,,,h2;http/1.1,14;28;21;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0,

106,6,1650477506.531,1650477506.833,0.302,192.168.1.6,60724,140.82.121.3,443,91.203,TLS.Github,github.com,12,1785,981,9,4203,3597,-0.404,Download,54.9,85.6,3,34.2,118,37.8,0,29.9,184,56.2,0,32.0,118,41.5,66,148.8,628,172.8,68,467.0,1490,540.0,0,0,0,20,9,0,2,0,0,0,0,11,3,0,1,0,0,0,0,9,6,0,1,0,78,76,,TLSv1.3,d7a2543716f784e8de73ffe3f7f6234b,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,,,,,,0;10;30;0;0;10;0;0;0;0;10;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0,

104,6,1650477492.583,1650477494.880,2.297,192.168.1.6,60722,140.82.121.6,443,91.203,TLS.Github,api.github.com,35,21139,18817,32,8143,5968,0.444,Upload,89.0,73.3,1,125.4,1020,231.9,0,75.8,1020,196.3,0,33.1,378,80.0,66,604.0,1490,613.2,68,254.5,1490,411.0,0,0,0,66,23,0,2,0,0,0,0,34,12,0,1,0,0,0,0,32,11,0,1,0,78,76,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,h2;http/1.1,,,,h2;http/1.1,2;19;11;8;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;0;0;0;0;2;0;2;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;30;0;0;0,

107,6,1650477506.835,1650477507.116,0.281,192.168.1.6,60725,140.82.121.3,443,91.203,TLS.Github,github.com,11,1881,1143,8,4169,3629,-0.378,Download,60.7,87.0,4,31.6,78,27.7,0,28.1,117,38.1,0,29.7,78,26.9,66,171.0,628,203.9,68,521.1,1490,553.7,0,0,0,18,8,0,2,0,0,0,0,10,3,0,1,0,0,0,0,8,5,0,1,0,78,76,,TLSv1.3,d7a2543716f784e8de73ffe3f7f6234b,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,,,,,,0;0;33;0;0;0;0;0;11;0;0;0;11;0;0;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;0;0,

109,6,1650477543.811,1650477544.530,0.719,192.168.1.6,60726,140.82.121.3,443,91.203,TLS.Github,github.com,12,1785,981,9,4204,3598,-0.404,Download,54.9,85.6,2,84.4,442,137.6,0,25.9,100,36.2,0,88.4,442,147.0,66,148.8,628,172.8,68,467.1,1490,540.2,0,0,0,20,9,0,2,0,0,0,0,11,3,0,1,0,0,0,0,9,6,0,1,0,78,76,,TLSv1.3,d7a2543716f784e8de73ffe3f7f6234b,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,,,,,,0;10;30;0;0;10;0;0;0;0;10;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0,

110,6,1650477544.532,1650477544.866,0.334,192.168.1.6,60727,140.82.121.3,443,91.203,TLS.Github,github.com,11,1955,1205,10,4253,3575,-0.370,Download,61.6,84.0,5,43.7,115,40.2,0,34.8,115,42.2,0,33.1,115,43.1,66,177.7,635,214.9,68,425.3,1490,526.6,0,0,0,20,10,0,2,0,0,0,0,10,3,0,1,0,0,0,0,10,7,0,1,0,78,76,,TLSv1.3,d7a2543716f784e8de73ffe3f7f6234b,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,,,,,,18;0;27;0;0;9;0;0;0;0;0;0;9;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0,

111,6,1650477544.844,1650477582.174,37.330,192.168.1.6,60728,140.82.121.3,443,91.203,TLS.Github,github.com,3742,254715,1199,6169,9183558,8776392,-0.946,Download,0.5,95.6,1,20.6,2300,100.3,0,9.2,2301,60.7,0,4.1,1276,22.1,66,68.1,629,13.9,68,1488.7,1490,41.4,0,0,0,9910,64,0,2,0,0,0,0,3741,3,0,1,0,0,0,0,6169,61,0,1,0,78,76,,TLSv1.3,d7a2543716f784e8de73ffe3f7f6234b,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,,,,,,0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;91;0;0;0,

131,6,1650477583.128,1650477583.128,0.000,192.168.1.6,60735,140.82.121.3,443,91.203,TLS.Github,,1,54,0,0,0,0,1.000,Upload,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,54.0,54,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

132,6,1650477584.492,1650477584.529,0.037,140.82.121.3,443,192.168.1.6,60737,91.203,TLS.Github,,12,14970,14164,14,920,80,0.884,Upload,94.6,8.7,1,5.2,12,3.7,0,2.9,12,4.0,0,0.0,0,0.0,68,1247.5,1490,500.4,54,65.7,106,17.3,0,0,0,19,8,7,0,2,0,0,0,12,6,0,0,0,0,0,0,7,2,7,0,2,0,0,,0,,0,,0,,,,,,0;15;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;30;38;0;0;0,

135,6,1650477598.947,1650477599.148,0.201,192.168.1.6,60738,185.125.25.28,443,91,TLS,sync.infomaniak.com,14,2555,1775,12,6068,5386,-0.407,Download,69.4,88.7,1,19.3,41,14.8,0,16.0,41,15.6,0,5.4,30,9.7,54,182.5,895,247.4,60,505.7,1506,564.7,0,0,0,24,11,1,2,2,0,0,0,12,5,1,1,1,0,0,0,12,6,0,1,1,78,68,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,http/1.1,,,,http/1.1,15;0;23;0;0;0;0;0;0;0;7;0;0;0;0;7;7;0;0;7;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;15;0;0,

121,17,1650477554.383,1650477554.423,0.040,192.168.1.6,56537,192.168.1.1,53,5,DNS,treatment.grammarly.com,1,83,41,1,414,372,-0.666,Download,48.8,89.6,39,39.0,39,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,83.0,83,0.0,414,414.0,414,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,3.227.31.141,0;50;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

46,17,1650477385.327,1650477385.356,0.029,192.168.1.6,59610,192.168.1.1,53,5,DNS,femetrics.grammarly.io,1,82,40,1,167,125,-0.341,Download,48.2,74.4,29,29.0,29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,82.0,82,0.0,167,167.0,167,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

141,6,1650477599.110,1650477599.318,0.208,192.168.1.6,60740,185.125.25.28,443,91,TLS,sync.infomaniak.com,18,3292,2296,16,6925,6009,-0.356,Download,69.7,86.8,1,17.7,38,13.1,0,10.3,38,13.8,0,8.1,45,14.7,54,182.9,895,227.8,60,432.8,1506,522.4,0,0,0,32,14,1,2,2,0,0,0,16,7,1,1,1,0,0,0,16,7,0,1,1,78,68,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,http/1.1,,,,http/1.1,12;0;18;0;0;0;6;0;0;0;12;0;0;0;0;6;6;0;0;12;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;12;0;0,

72,6,1650477432.264,1650477432.513,0.249,192.168.1.6,60707,54.195.83.61,443,91.140,TLS.Apple,fbs.smoot.apple.com,34,22251,20019,31,6348,4253,0.556,Upload,90.0,67.0,1,15.9,41,13.1,0,6.2,41,12.3,0,5.0,44,11.2,54,654.4,1506,670.9,68,204.8,1506,383.0,0,0,0,62,21,2,2,2,0,0,0,31,9,2,1,1,0,0,0,31,12,0,1,1,78,76,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,h2;http/1.1,,,,h2;http/1.1,8;32;8;0;0;2;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;37;0;0,

142,6,1650477599.281,1650477599.479,0.198,192.168.1.6,60741,185.125.25.28,443,91,TLS,sync.infomaniak.com,19,2678,1628,16,6925,6009,-0.442,Download,60.8,86.8,1,14.5,37,11.4,0,11.5,38,13.7,0,11.4,36,13.9,54,140.9,571,146.4,60,432.8,1506,522.4,0,0,0,33,14,1,2,2,0,0,0,17,7,1,1,1,0,0,0,16,7,0,1,1,78,68,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,http/1.1,,,,http/1.1,12;0;18;0;0;0;12;0;0;6;6;0;0;0;0;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;12;0;0,

143,6,1650477599.452,1650477599.728,0.276,192.168.1.6,60742,185.125.25.28,443,91,TLS,sync.infomaniak.com,17,2562,1620,15,6865,6009,-0.456,Download,63.2,87.5,1,23.8,46,16.4,0,16.9,55,19.9,0,13.5,44,17.3,54,150.7,571,150.8,60,457.7,1506,530.3,0,0,0,30,14,1,2,2,0,0,0,15,7,1,1,1,0,0,0,15,7,0,1,1,78,68,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,http/1.1,,,,http/1.1,12;0;18;0;0;0;12;0;0;6;6;0;0;0;0;6;6;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;12;0;0,

78,17,1650477489.259,1650477489.293,0.034,192.168.1.6,51933,192.168.1.1,53,5.219,DNS.Microsoft365,lhr-efz.ms-acdc.office.com,1,86,44,1,155,113,-0.286,Download,50.6,72.4,34,34.0,34,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,86.0,86,0.0,155,155.0,155,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

144,6,1650477599.687,1650477599.809,0.122,192.168.1.6,60743,185.125.25.28,443,91,TLS,sync.infomaniak.com,13,1820,1094,10,5928,5362,-0.530,Download,60.1,90.4,1,16.4,41,12.8,0,9.8,41,13.5,0,10.9,33,13.1,54,140.0,571,155.8,60,592.8,1506,580.6,0,0,0,22,9,0,2,0,0,0,0,12,4,0,1,0,0,0,0,10,5,0,1,0,78,68,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,http/1.1,,,,http/1.1,0;0;27;0;0;0;9;0;0;0;9;0;0;0;0;9;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;18;0;0,

93,17,1650477491.875,1650477491.893,0.018,192.168.1.6,19679,192.168.1.1,53,5.203,DNS.Github,api.github.com,1,74,32,1,158,116,-0.362,Download,42.7,73.0,18,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,74.0,74,0.0,158,158.0,158,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

139,17,1650477599.020,1650477599.035,0.015,192.168.1.6,49380,192.168.1.1,53,5.219,DNS.Microsoft365,lhr-efz.ms-acdc.office.com,1,86,44,1,150,108,-0.271,Download,50.6,71.5,15,15.0,15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,86.0,86,0.0,150,150.0,150,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,52.97.146.130,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

69,17,1650477432.196,1650477432.243,0.047,192.168.1.6,62694,192.168.1.1,53,5.140,DNS.Apple,fbs.smoot.apple.com,1,79,37,1,134,92,-0.258,Download,46.3,68.1,47,47.0,47,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,79.0,79,0.0,134,134.0,134,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,54.195.83.61,0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

30,6,1650477328.610,1650477555.846,227.236,192.168.1.6,60656,185.199.111.133,443,91,TLS,,6,324,0,6,408,0,-0.115,Mixed,0.0,0.0,26,18179.2,45666,22223.7,45152,45430.8,45695,225.4,45131,45433.2,45707,231.6,54,54.0,54,0.0,68,68.0,68,0.0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

89,17,1650477491.537,1650477491.555,0.018,192.168.1.6,61173,192.168.1.1,53,5.126,DNS.Google,www.google.com,1,74,32,1,124,82,-0.253,Download,42.7,65.6,18,18.0,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,74.0,74,0.0,124,124.0,124,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

103,17,1650477492.531,1650477492.693,0.162,192.168.1.6,63225,192.168.1.1,53,5.203,DNS.Github,api.github.com,1,74,32,1,90,48,-0.098,Mixed,42.7,52.7,162,162.0,162,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,74.0,74,0.0,90,90.0,90,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,140.82.121.5,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

21,6,1650477318.774,1650477319.099,0.325,52.98.207.162,443,192.168.1.6,60640,91.21,TLS.Outlook,,3,1396,1196,4,283,31,0.663,Upload,85.6,10.9,1,80.5,243,96.9,65,161.5,258,96.5,243,243.0,243,0.0,68,465.3,1227,538.7,54,70.8,97,15.9,0,0,0,6,3,1,0,1,0,0,0,3,2,0,0,0,0,0,0,3,1,1,0,1,0,0,,0,,0,,0,,,,,,33;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0,

49,17,1650477385.935,1650477385.973,0.038,192.168.1.6,57085,192.168.1.1,53,5,DNS,f-log-mac-extension.grammarly.io,1,92,50,1,177,135,-0.316,Download,53.8,75.8,37,37.0,37,0.0,0,0.0,0,0.0,0,0.0,0,0.0,92,92.0,92,0.0,177,177.0,177,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

